id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Wizard #1;Expelliarmus;540.0;-980.0;20668.0;-2000.0;-602.0;61.0;0
1;Wizard #1;Expelliarmus;484.0;-1028.0;20676.0;-2048.0;-592.0;60.0;104
2;Wizard #1;Expelliarmus;544.0;-872.0;20516.0;-2032.0;-609.0;42.0;207
3;Wizard #1;Expelliarmus;572.0;-972.0;20612.0;-2016.0;-600.0;49.0;310
4;Wizard #1;Expelliarmus;628.0;-1044.0;20712.0;-2016.0;-590.0;19.0;413
5;Wizard #1;Expelliarmus;572.0;-924.0;20736.0;-2032.0;-607.0;47.0;516
6;Wizard #1;Expelliarmus;548.0;-916.0;20728.0;-2048.0;-607.0;31.0;620
7;Wizard #1;Expelliarmus;576.0;-968.0;20652.0;-2000.0;-602.0;31.0;723
8;Wizard #1;Expelliarmus;632.0;-1036.0;20720.0;-2048.0;-600.0;22.0;826
9;Wizard #1;Expelliarmus;536.0;-916.0;20756.0;-2032.0;-609.0;55.0;930
10;Wizard #1;Expelliarmus;504.0;-980.0;20652.0;-2048.0;-604.0;50.0;1033
11;Wizard #1;Expelliarmus;516.0;-980.0;20712.0;-2016.0;-607.0;43.0;1136
12;Wizard #1;Expelliarmus;672.0;-1024.0;20604.0;-2032.0;-598.0;43.0;1239
13;Wizard #1;Expelliarmus;540.0;-940.0;20716.0;-2016.0;-597.0;52.0;1343
14;Wizard #1;Expelliarmus;536.0;-976.0;20608.0;-2064.0;-597.0;51.0;1446
15;Wizard #1;Expelliarmus;628.0;-984.0;20732.0;-2016.0;-596.0;29.0;1549
16;Wizard #1;Expelliarmus;620.0;-992.0;20720.0;-2032.0;-624.0;40.0;1653
17;Wizard #1;Expelliarmus;568.0;-868.0;20616.0;-2032.0;-576.0;49.0;1755
18;Wizard #1;Expelliarmus;612.0;-908.0;20664.0;-2048.0;-600.0;44.0;1859
19;Wizard #1;Expelliarmus;580.0;-972.0;20624.0;-2032.0;-612.0;53.0;1962
20;Wizard #1;Expelliarmus;464.0;-1004.0;20688.0;-2016.0;-606.0;33.0;2066
21;Wizard #1;Expelliarmus;588.0;-964.0;20676.0;-2032.0;-585.0;48.0;2169
22;Wizard #1;Expelliarmus;556.0;-960.0;20712.0;-2016.0;-619.0;46.0;2272
23;Wizard #1;Expelliarmus;632.0;-940.0;20796.0;-2032.0;-588.0;22.0;2375
24;Wizard #1;Expelliarmus;528.0;-980.0;20712.0;-2016.0;-592.0;52.0;2478
25;Wizard #1;Expelliarmus;660.0;-932.0;20740.0;-2032.0;-588.0;44.0;2582
26;Wizard #1;Expelliarmus;540.0;-1020.0;20572.0;-2064.0;-607.0;33.0;2685
27;Wizard #1;Expelliarmus;596.0;-960.0;20776.0;-2048.0;-593.0;29.0;2788
28;Wizard #1;Expelliarmus;484.0;-1028.0;20636.0;-2032.0;-591.0;62.0;2892
29;Wizard #1;Expelliarmus;596.0;-1060.0;20620.0;-2016.0;-592.0;57.0;2994
30;Wizard #1;Expelliarmus;624.0;-968.0;20700.0;-2032.0;-557.0;245.0;3098
31;Wizard #1;Expelliarmus;552.0;-980.0;20704.0;-2080.0;-577.0;19.0;3201
32;Wizard #1;Expelliarmus;1012.0;-916.0;20688.0;-2032.0;-680.0;233.0;3305
33;Wizard #1;Expelliarmus;-712.0;1312.0;19984.0;-2016.0;533.0;-1119.0;3408
34;Wizard #1;Expelliarmus;2780.0;3288.0;22028.0;-2048.0;7783.0;-14534.0;3511
35;Wizard #1;Expelliarmus;628.0;2640.0;25132.0;-2032.0;-7416.0;13778.0;3615
36;Wizard #1;Expelliarmus;-5196.0;-768.0;14128.0;-2064.0;408.0;32767.0;3718
37;Wizard #1;Expelliarmus;-11688.0;-588.0;11524.0;-2016.0;3228.0;32767.0;3822
38;Wizard #1;Expelliarmus;-15236.0;-120.0;852.0;-2048.0;3838.0;32767.0;3925
39;Wizard #1;Expelliarmus;-11968.0;-572.0;-6696.0;-2032.0;3093.0;19959.0;4028
40;Wizard #1;Expelliarmus;-9516.0;-1212.0;-7948.0;-2032.0;-893.0;26341.0;4131
41;Wizard #1;Expelliarmus;836.0;-1620.0;-14276.0;-2064.0;-1774.0;17787.0;4234
42;Wizard #1;Expelliarmus;3852.0;-1140.0;-11824.0;-2032.0;1758.0;-4694.0;4338
43;Wizard #1;Expelliarmus;-1144.0;-3504.0;-14084.0;-2016.0;6297.0;-22396.0;4441
44;Wizard #1;Expelliarmus;-9432.0;-4252.0;-10436.0;-2048.0;4523.0;-32741.0;4545
45;Wizard #1;Expelliarmus;-4972.0;-5440.0;-9336.0;-2016.0;-93.0;-19878.0;4648
46;Wizard #1;Expelliarmus;-6192.0;-8936.0;-8764.0;-2032.0;8774.0;-17782.0;4751
47;Wizard #1;Expelliarmus;-11968.0;-7628.0;-2924.0;-2032.0;6080.0;-27400.0;4855
48;Wizard #1;Expelliarmus;-5248.0;-5324.0;7272.0;-2000.0;12603.0;-32768.0;4958
49;Wizard #1;Expelliarmus;-11200.0;-3328.0;21264.0;-2064.0;-4739.0;-24973.0;5062
50;Wizard #1;Expelliarmus;-4540.0;-4180.0;18480.0;-2000.0;-5641.0;-23087.0;5165
