id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Stone;484.0;2660.0;21796.0;-1856.0;-557.0;812.0;0
1;Merlin;Stone;324.0;2672.0;18776.0;-1872.0;-340.0;815.0;103
2;Merlin;Stone;1912.0;2776.0;19984.0;-1872.0;-371.0;628.0;206
3;Merlin;Stone;1448.0;2708.0;20100.0;-1872.0;-10.0;771.0;309
4;Merlin;Stone;1904.0;3028.0;22152.0;-1840.0;107.0;2134.0;412
5;Merlin;Stone;3196.0;4196.0;25536.0;-1872.0;-3261.0;2179.0;516
6;Merlin;Stone;28.0;3772.0;18344.0;-1856.0;-2787.0;1340.0;619
7;Merlin;Stone;-3712.0;3324.0;24820.0;-1856.0;-5153.0;-178.0;723
8;Merlin;Stone;-5644.0;2748.0;22676.0;-1888.0;-5740.0;2840.0;826
9;Merlin;Stone;-7108.0;1552.0;22180.0;-1888.0;-7070.0;2240.0;930
10;Merlin;Stone;-11204.0;1060.0;27900.0;-1904.0;-8828.0;107.0;1033
11;Merlin;Stone;-8020.0;-796.0;13556.0;-1872.0;-9310.0;-367.0;1136
12;Merlin;Stone;-3844.0;-2764.0;6672.0;-1872.0;-6181.0;1480.0;1240
13;Merlin;Stone;-3656.0;-4540.0;10676.0;-1840.0;658.0;2851.0;1343
14;Merlin;Stone;256.0;-4688.0;13740.0;-1840.0;3726.0;1426.0;1447
15;Merlin;Stone;5264.0;-4628.0;20556.0;-1824.0;5437.0;3397.0;1550
16;Merlin;Stone;3660.0;-3492.0;17912.0;-1888.0;4307.0;-163.0;1653
17;Merlin;Stone;4512.0;-2224.0;21956.0;-1872.0;4403.0;-1104.0;1757
18;Merlin;Stone;3724.0;-1176.0;19280.0;-1872.0;4207.0;-656.0;1860
19;Merlin;Stone;2836.0;36.0;22976.0;-1872.0;4499.0;-739.0;1964
20;Merlin;Stone;1928.0;1432.0;21092.0;-1872.0;3587.0;-391.0;2067
21;Merlin;Stone;320.0;2380.0;22724.0;-1904.0;2990.0;953.0;2171
22;Merlin;Stone;1372.0;3172.0;22372.0;-1872.0;913.0;1342.0;2274
23;Merlin;Stone;-1160.0;3268.0;20508.0;-1840.0;1138.0;1746.0;2377
24;Merlin;Stone;-1164.0;3492.0;21672.0;-1872.0;568.0;1806.0;2481
25;Merlin;Stone;-3176.0;3328.0;21244.0;-1856.0;-1141.0;962.0;2584
26;Merlin;Stone;-4600.0;3156.0;19776.0;-1888.0;-1784.0;353.0;2688
27;Merlin;Stone;-4272.0;2988.0;20352.0;-1888.0;-720.0;646.0;2791
28;Merlin;Stone;-3992.0;2648.0;20244.0;-1856.0;-855.0;269.0;2895
29;Merlin;Stone;-1444.0;2560.0;19160.0;-1872.0;-1029.0;188.0;2998
30;Merlin;Stone;-972.0;2408.0;20648.0;-1872.0;-653.0;-260.0;3101
