id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Scissors;-1068.0;-16100.0;6016.0;-2000.0;1520.0;-81.0;0
1;Merlin;Scissors;-2144.0;-15936.0;6672.0;-1968.0;1927.0;-470.0;103
2;Merlin;Scissors;120.0;-16124.0;8792.0;-1984.0;-545.0;-963.0;207
3;Merlin;Scissors;-892.0;-15636.0;6340.0;-1984.0;677.0;-231.0;310
4;Merlin;Scissors;-3320.0;-15428.0;6684.0;-1984.0;1326.0;464.0;413
5;Merlin;Scissors;-1656.0;-15372.0;9464.0;-2016.0;858.0;322.0;517
6;Merlin;Scissors;-2856.0;-15128.0;10012.0;-2016.0;1188.0;-314.0;620
7;Merlin;Scissors;-2452.0;-14936.0;9676.0;-1984.0;1993.0;-340.0;724
8;Merlin;Scissors;-2820.0;-14952.0;13708.0;-2000.0;2113.0;807.0;827
9;Merlin;Scissors;-2772.0;-14352.0;11512.0;-2000.0;540.0;773.0;931
10;Merlin;Scissors;-1272.0;-14212.0;9820.0;-1968.0;1243.0;101.0;1034
11;Merlin;Scissors;-2716.0;-14152.0;10796.0;-2000.0;1797.0;114.0;1137
12;Merlin;Scissors;-2384.0;-13972.0;11504.0;-1984.0;2630.0;290.0;1241
13;Merlin;Scissors;-2156.0;-13292.0;11504.0;-2016.0;2470.0;-241.0;1344
14;Merlin;Scissors;-2600.0;-12868.0;13440.0;-2000.0;2130.0;-1239.0;1448
15;Merlin;Scissors;-3468.0;-12616.0;13948.0;-2000.0;2354.0;1249.0;1551
16;Merlin;Scissors;-3164.0;-11988.0;12320.0;-2016.0;599.0;931.0;1655
17;Merlin;Scissors;-4428.0;-11964.0;15196.0;-1984.0;-66.0;-1847.0;1758
18;Merlin;Scissors;-4312.0;-11484.0;11104.0;-2000.0;1291.0;-907.0;1861
19;Merlin;Scissors;-3444.0;-11372.0;13476.0;-1968.0;2239.0;-2039.0;1965
20;Merlin;Scissors;-3952.0;-10572.0;14032.0;-2000.0;2660.0;-466.0;2069
21;Merlin;Scissors;-3060.0;-9524.0;15624.0;-1984.0;2925.0;-1500.0;2173
22;Merlin;Scissors;-3760.0;-8976.0;17156.0;-2000.0;4232.0;-431.0;2276
23;Merlin;Scissors;-4896.0;-7868.0;17312.0;-2000.0;2714.0;-858.0;2380
24;Merlin;Scissors;-3940.0;-6980.0;16716.0;-1984.0;2389.0;-1658.0;2483
25;Merlin;Scissors;-5116.0;-6256.0;18424.0;-1984.0;2423.0;-1790.0;2586
26;Merlin;Scissors;-3672.0;-5396.0;16032.0;-2000.0;4147.0;-2402.0;2690
27;Merlin;Scissors;-2788.0;-3980.0;14768.0;-1968.0;4705.0;-2395.0;2793
28;Merlin;Scissors;-2796.0;-2632.0;20552.0;-1968.0;5315.0;-1913.0;2897
29;Merlin;Scissors;-3740.0;-1016.0;20976.0;-2032.0;6157.0;-801.0;3000
30;Merlin;Scissors;-1600.0;48.0;21180.0;-1984.0;4546.0;-290.0;3103
31;Merlin;Scissors;-1884.0;1256.0;22412.0;-1968.0;3911.0;1183.0;3207
32;Merlin;Scissors;-2616.0;1752.0;23404.0;-1984.0;2674.0;-2478.0;3310
33;Merlin;Scissors;-2444.0;2080.0;20204.0;-1984.0;1623.0;-965.0;3414
34;Merlin;Scissors;-3108.0;2680.0;21200.0;-2016.0;1455.0;-279.0;3517
35;Merlin;Scissors;-1380.0;2888.0;20828.0;-1984.0;1088.0;-224.0;3621
36;Merlin;Scissors;-1936.0;3300.0;21912.0;-2016.0;942.0;-357.0;3724
37;Merlin;Scissors;-1204.0;3504.0;19832.0;-1984.0;832.0;81.0;3827
38;Merlin;Scissors;-1016.0;3896.0;20200.0;-1984.0;665.0;-604.0;3930
39;Merlin;Scissors;-1168.0;4292.0;20772.0;-2000.0;368.0;80.0;4033
40;Merlin;Scissors;-1928.0;4472.0;20112.0;-1968.0;388.0;30.0;4137
41;Merlin;Scissors;-1148.0;4556.0;20956.0;-2000.0;-411.0;-262.0;4240
42;Merlin;Scissors;-1376.0;4684.0;19872.0;-1968.0;-235.0;405.0;4344
43;Merlin;Scissors;-796.0;4628.0;20816.0;-1984.0;-585.0;-1.0;4447
44;Merlin;Scissors;-956.0;4744.0;20116.0;-1984.0;-343.0;-472.0;4550
45;Merlin;Scissors;-588.0;4836.0;21360.0;-2016.0;-276.0;-732.0;4654
46;Merlin;Scissors;-520.0;4952.0;19944.0;-1984.0;-212.0;-44.0;4757
47;Merlin;Scissors;-460.0;5012.0;18796.0;-1968.0;-358.0;-249.0;4861
48;Merlin;Scissors;-436.0;5016.0;19496.0;-1968.0;-924.0;-599.0;4964
49;Merlin;Scissors;-1076.0;5008.0;20428.0;-1968.0;-988.0;-302.0;5068
50;Merlin;Scissors;-808.0;4944.0;21024.0;-1968.0;-1132.0;-214.0;5171
51;Merlin;Scissors;-536.0;5004.0;21520.0;-1968.0;-1174.0;146.0;5274
52;Merlin;Scissors;-1636.0;4908.0;22304.0;-2000.0;-1617.0;694.0;5378
