id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Stone;252.0;3224.0;19748.0;-1856.0;-891.0;340.0;0
1;Merlin;Stone;1124.0;3124.0;19360.0;-1904.0;-743.0;557.0;103
2;Merlin;Stone;1464.0;3312.0;20392.0;-1856.0;-490.0;516.0;207
3;Merlin;Stone;1984.0;3632.0;21440.0;-1872.0;-365.0;1463.0;310
4;Merlin;Stone;1124.0;3860.0;23056.0;-1840.0;-1335.0;4170.0;414
5;Merlin;Stone;1008.0;4852.0;22668.0;-1840.0;-2659.0;4237.0;517
6;Merlin;Stone;-3312.0;4460.0;23768.0;-1856.0;-4886.0;1195.0;621
7;Merlin;Stone;-6988.0;2972.0;22016.0;-1872.0;-5801.0;1638.0;724
8;Merlin;Stone;-5708.0;2156.0;23316.0;-1840.0;-6574.0;3898.0;827
9;Merlin;Stone;-7456.0;912.0;22860.0;-1872.0;-8036.0;2275.0;931
10;Merlin;Stone;-8624.0;-260.0;18144.0;-1856.0;-8884.0;62.0;1034
11;Merlin;Stone;-7964.0;-2228.0;12804.0;-1856.0;-6571.0;533.0;1138
12;Merlin;Stone;-4548.0;-3288.0;12368.0;-1856.0;-1750.0;2759.0;1241
13;Merlin;Stone;-1512.0;-4212.0;12676.0;-1840.0;543.0;242.0;1345
14;Merlin;Stone;-548.0;-3696.0;11572.0;-1872.0;4403.0;1389.0;1448
15;Merlin;Stone;9524.0;-1948.0;16872.0;-1872.0;8589.0;2432.0;1551
16;Merlin;Stone;3188.0;-512.0;19496.0;-1872.0;7743.0;-268.0;1655
17;Merlin;Stone;4104.0;1224.0;26560.0;-1872.0;6420.0;-2504.0;1758
18;Merlin;Stone;6124.0;2316.0;24632.0;-1840.0;4105.0;-1790.0;1862
19;Merlin;Stone;1896.0;3052.0;26912.0;-1824.0;2899.0;51.0;1965
20;Merlin;Stone;1196.0;3996.0;21176.0;-1840.0;1805.0;744.0;2067
21;Merlin;Stone;-1436.0;3948.0;23464.0;-1856.0;177.0;2274.0;2171
22;Merlin;Stone;-2876.0;3436.0;20020.0;-1840.0;-899.0;1229.0;2274
23;Merlin;Stone;-4104.0;3004.0;20188.0;-1856.0;-1408.0;864.0;2378
24;Merlin;Stone;-2968.0;2956.0;20336.0;-1840.0;-602.0;593.0;2481
25;Merlin;Stone;-2252.0;2996.0;19284.0;-1856.0;-494.0;1344.0;2585
26;Merlin;Stone;-692.0;2788.0;19896.0;-1872.0;-814.0;544.0;2688
27;Merlin;Stone;76.0;2644.0;20472.0;-1888.0;-650.0;-459.0;2791
28;Merlin;Stone;-1896.0;2556.0;19860.0;-1872.0;-347.0;390.0;2895
