id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Paper;2908.0;688.0;21208.0;-1952.0;-408.0;-209.0;0
1;Merlin;Paper;2584.0;864.0;20592.0;-1920.0;-517.0;70.0;103
2;Merlin;Paper;3152.0;824.0;20636.0;-1920.0;-695.0;-547.0;206
3;Merlin;Paper;2308.0;628.0;20380.0;-1888.0;-465.0;-386.0;310
4;Merlin;Paper;2336.0;724.0;20236.0;-1888.0;-475.0;-759.0;413
5;Merlin;Paper;2588.0;888.0;20732.0;-1888.0;-517.0;-602.0;517
6;Merlin;Paper;4124.0;844.0;19792.0;-1888.0;-165.0;-294.0;620
7;Merlin;Paper;3768.0;820.0;20372.0;-1888.0;-548.0;691.0;724
8;Merlin;Paper;3248.0;752.0;20336.0;-1888.0;-443.0;224.0;827
9;Merlin;Paper;2584.0;1004.0;19968.0;-1888.0;-446.0;-139.0;930
10;Merlin;Paper;3528.0;964.0;20672.0;-1904.0;-229.0;-125.0;1034
11;Merlin;Paper;4124.0;928.0;19988.0;-1920.0;-338.0;-95.0;1137
12;Merlin;Paper;4604.0;844.0;19144.0;-1856.0;-44.0;612.0;1241
13;Merlin;Paper;4416.0;992.0;20680.0;-1920.0;-423.0;-13.0;1344
14;Merlin;Paper;3476.0;1192.0;20768.0;-1888.0;-188.0;953.0;1447
15;Merlin;Paper;3676.0;1264.0;20228.0;-1904.0;-437.0;2153.0;1551
16;Merlin;Paper;2688.0;1316.0;19560.0;-1904.0;-111.0;652.0;1654
17;Merlin;Paper;3036.0;1512.0;21252.0;-1904.0;190.0;2958.0;1758
18;Merlin;Paper;1544.0;1452.0;19984.0;-1920.0;587.0;6262.0;1861
19;Merlin;Paper;-432.0;1996.0;20660.0;-1920.0;78.0;4911.0;1965
20;Merlin;Paper;-708.0;1904.0;21608.0;-1920.0;-450.0;4829.0;2068
21;Merlin;Paper;-2552.0;2028.0;20392.0;-1936.0;-354.0;4653.0;2171
22;Merlin;Paper;-2776.0;1924.0;20000.0;-1936.0;-790.0;5363.0;2275
23;Merlin;Paper;-3452.0;2100.0;19788.0;-1888.0;-1749.0;5108.0;2378
24;Merlin;Paper;-6040.0;2180.0;19304.0;-1920.0;-1777.0;4775.0;2482
25;Merlin;Paper;-5352.0;2000.0;19240.0;-1904.0;-1558.0;4260.0;2585
26;Merlin;Paper;-6420.0;2216.0;18912.0;-1888.0;-2123.0;4550.0;2689
27;Merlin;Paper;-6740.0;2252.0;17976.0;-1904.0;-2684.0;3793.0;2792
28;Merlin;Paper;-8864.0;2492.0;17304.0;-1888.0;-2630.0;5421.0;2895
29;Merlin;Paper;-9280.0;2364.0;17644.0;-1888.0;-3104.0;2604.0;2999
30;Merlin;Paper;-10468.0;2384.0;16624.0;-1904.0;-3188.0;2386.0;3103
31;Merlin;Paper;-10292.0;2244.0;16968.0;-1888.0;-3399.0;1177.0;3207
32;Merlin;Paper;-9976.0;2028.0;16648.0;-1904.0;-2946.0;1361.0;3310
33;Merlin;Paper;-11116.0;2112.0;16764.0;-1920.0;-3467.0;1622.0;3414
34;Merlin;Paper;-10952.0;1888.0;16964.0;-1936.0;-2445.0;2499.0;3517
35;Merlin;Paper;-10288.0;1596.0;15580.0;-1888.0;-2984.0;1858.0;3620
36;Merlin;Paper;-10940.0;1768.0;15476.0;-1904.0;-3312.0;2178.0;3724
37;Merlin;Paper;-11144.0;1828.0;14120.0;-1920.0;-3736.0;1965.0;3827
38;Merlin;Paper;-11008.0;1900.0;15556.0;-1904.0;-3352.0;2206.0;3931
39;Merlin;Paper;-11384.0;1844.0;13604.0;-1920.0;-4063.0;2180.0;4034
40;Merlin;Paper;-13112.0;1972.0;14048.0;-1872.0;-3327.0;1553.0;4138
41;Merlin;Paper;-12476.0;2004.0;14104.0;-1888.0;-3635.0;1079.0;4242
42;Merlin;Paper;-12460.0;1844.0;12220.0;-1904.0;-3081.0;1111.0;4345
43;Merlin;Paper;-13340.0;2204.0;13188.0;-1888.0;-1709.0;1284.0;4449
44;Merlin;Paper;-14304.0;1940.0;12096.0;-1936.0;-2432.0;822.0;4552
45;Merlin;Paper;-14420.0;2052.0;13044.0;-1920.0;-965.0;-20.0;4656
46;Merlin;Paper;-13216.0;1536.0;12564.0;-1904.0;-362.0;-536.0;4759
