id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Paper;-3324.0;444.0;20328.0;-1968.0;-414.0;217.0;0
1;Merlin;Paper;-3324.0;712.0;20328.0;-1968.0;31.0;327.0;103
2;Merlin;Paper;-2484.0;516.0;19424.0;-1968.0;-519.0;-1553.0;206
3;Merlin;Paper;-1608.0;444.0;21208.0;-1968.0;-1047.0;-1805.0;310
4;Merlin;Paper;-1796.0;684.0;19896.0;-1952.0;99.0;-1788.0;413
5;Merlin;Paper;-1888.0;404.0;20788.0;-1952.0;-710.0;-1817.0;517
6;Merlin;Paper;-616.0;540.0;21392.0;-1952.0;12.0;142.0;620
7;Merlin;Paper;140.0;736.0;20940.0;-1952.0;-233.0;1072.0;724
8;Merlin;Paper;-740.0;948.0;19668.0;-1952.0;-761.0;2757.0;827
9;Merlin;Paper;308.0;1016.0;20488.0;-1920.0;-493.0;1346.0;930
10;Merlin;Paper;-1372.0;1252.0;21236.0;-1968.0;-755.0;1124.0;1034
11;Merlin;Paper;-2648.0;1428.0;20740.0;-1968.0;-472.0;1367.0;1137
12;Merlin;Paper;-1232.0;1536.0;20756.0;-1968.0;-1092.0;3351.0;1241
13;Merlin;Paper;-3980.0;1532.0;20284.0;-1984.0;-1835.0;3886.0;1345
14;Merlin;Paper;-4424.0;1760.0;21200.0;-1968.0;-2626.0;4160.0;1449
15;Merlin;Paper;-4540.0;1384.0;19852.0;-1952.0;-2816.0;5544.0;1552
16;Merlin;Paper;-5784.0;1372.0;18520.0;-1968.0;-3203.0;8691.0;1655
17;Merlin;Paper;-8492.0;1616.0;18032.0;-1936.0;-4390.0;9208.0;1759
18;Merlin;Paper;-11156.0;1668.0;16220.0;-1952.0;-4743.0;7698.0;1862
19;Merlin;Paper;-11496.0;1740.0;14720.0;-1968.0;-4774.0;6157.0;1966
20;Merlin;Paper;-12644.0;1296.0;13204.0;-1952.0;-4625.0;4426.0;2069
21;Merlin;Paper;-13548.0;1192.0;11236.0;-1968.0;-4576.0;2391.0;2172
22;Merlin;Paper;-14408.0;1064.0;12904.0;-2000.0;-4212.0;1699.0;2276
23;Merlin;Paper;-13288.0;732.0;11372.0;-1968.0;-3262.0;546.0;2379
24;Merlin;Paper;-12548.0;440.0;14248.0;-1968.0;-2932.0;338.0;2483
25;Merlin;Paper;-13160.0;348.0;11008.0;-1952.0;-2740.0;772.0;2586
26;Merlin;Paper;-14676.0;644.0;11212.0;-1952.0;-1995.0;676.0;2690
27;Merlin;Paper;-14208.0;820.0;11796.0;-1936.0;-1115.0;124.0;2793
28;Merlin;Paper;-14736.0;568.0;12880.0;-1968.0;-1005.0;-550.0;2897
29;Merlin;Paper;-13364.0;356.0;12504.0;-1936.0;-576.0;-2180.0;3001
30;Merlin;Paper;-13432.0;428.0;13288.0;-1952.0;-279.0;-2313.0;3104
