id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Stone;1148.0;2140.0;21088.0;-1872.0;-245.0;259.0;0
1;Merlin;Stone;1588.0;2276.0;21680.0;-1872.0;-81.0;693.0;103
2;Merlin;Stone;1844.0;2472.0;19708.0;-1824.0;-229.0;303.0;207
3;Merlin;Stone;1448.0;2656.0;20296.0;-1888.0;-675.0;665.0;310
4;Merlin;Stone;1104.0;2812.0;21264.0;-1888.0;-271.0;1261.0;414
5;Merlin;Stone;1808.0;2800.0;21400.0;-1888.0;-914.0;1625.0;517
6;Merlin;Stone;1712.0;3224.0;21836.0;-1856.0;-1182.0;1388.0;620
7;Merlin;Stone;2456.0;2812.0;22948.0;-1888.0;-2728.0;-1443.0;724
8;Merlin;Stone;316.0;2744.0;25644.0;-1856.0;-3942.0;-4563.0;827
9;Merlin;Stone;-2248.0;2004.0;24688.0;-1920.0;-6535.0;-3771.0;931
10;Merlin;Stone;-1180.0;56.0;22840.0;-1840.0;-5651.0;1419.0;1034
11;Merlin;Stone;-3348.0;-1040.0;22684.0;-1872.0;-5771.0;4704.0;1137
12;Merlin;Stone;-6764.0;-1072.0;19976.0;-1872.0;-7962.0;3002.0;1241
13;Merlin;Stone;-3096.0;-1988.0;12044.0;-1888.0;-5665.0;245.0;1344
14;Merlin;Stone;20.0;-3328.0;9676.0;-1872.0;-737.0;3846.0;1448
15;Merlin;Stone;5240.0;-2912.0;12976.0;-1904.0;2135.0;3259.0;1551
16;Merlin;Stone;9508.0;-1200.0;18376.0;-1840.0;8483.0;920.0;1655
17;Merlin;Stone;8884.0;-244.0;22332.0;-1904.0;6812.0;977.0;1758
18;Merlin;Stone;3568.0;1068.0;24368.0;-1872.0;5746.0;748.0;1861
19;Merlin;Stone;2564.0;2628.0;23464.0;-1872.0;3236.0;-162.0;1965
20;Merlin;Stone;-164.0;3352.0;24296.0;-1872.0;1816.0;732.0;2068
21;Merlin;Stone;-628.0;3792.0;22960.0;-1872.0;809.0;1290.0;2172
22;Merlin;Stone;-2548.0;3660.0;22804.0;-1840.0;138.0;1139.0;2275
23;Merlin;Stone;-1976.0;3340.0;20448.0;-1872.0;-423.0;710.0;2379
24;Merlin;Stone;-316.0;3160.0;20000.0;-1840.0;-710.0;-405.0;2482
25;Merlin;Stone;-908.0;2940.0;20940.0;-1872.0;-407.0;584.0;2585
26;Merlin;Stone;-864.0;2996.0;19508.0;-1904.0;-565.0;680.0;2689
27;Merlin;Stone;-656.0;2696.0;20972.0;-1888.0;-491.0;105.0;2792
28;Merlin;Stone;-240.0;3164.0;22928.0;-1856.0;-382.0;-18.0;2896
29;Merlin;Stone;164.0;2944.0;21112.0;-1888.0;-143.0;382.0;2999
