id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Wizard #1;Expelliarmus;324.0;744.0;20644.0;-3088.0;-616.0;18.0;0
1;Wizard #1;Expelliarmus;472.0;644.0;20692.0;-3088.0;-601.0;22.0;103
2;Wizard #1;Expelliarmus;212.0;712.0;20836.0;-3056.0;-590.0;-47.0;206
3;Wizard #1;Expelliarmus;452.0;720.0;20648.0;-3088.0;-605.0;14.0;309
4;Wizard #1;Expelliarmus;384.0;776.0;20568.0;-3056.0;-592.0;5.0;413
5;Wizard #1;Expelliarmus;432.0;732.0;20676.0;-3088.0;-573.0;7.0;515
6;Wizard #1;Expelliarmus;428.0;760.0;20716.0;-3104.0;-611.0;-21.0;619
7;Wizard #1;Expelliarmus;460.0;728.0;20604.0;-3040.0;-583.0;8.0;722
8;Wizard #1;Expelliarmus;424.0;672.0;20640.0;-3088.0;-597.0;20.0;826
9;Wizard #1;Expelliarmus;348.0;764.0;20664.0;-3056.0;-582.0;40.0;928
10;Wizard #1;Expelliarmus;452.0;808.0;20560.0;-3056.0;-596.0;21.0;1031
11;Wizard #1;Expelliarmus;420.0;692.0;20800.0;-3088.0;-602.0;-10.0;1135
12;Wizard #1;Expelliarmus;436.0;740.0;20664.0;-3088.0;-594.0;22.0;1238
13;Wizard #1;Expelliarmus;380.0;724.0;20728.0;-3088.0;-593.0;-30.0;1341
14;Wizard #1;Expelliarmus;352.0;764.0;20772.0;-3056.0;-609.0;33.0;1444
15;Wizard #1;Expelliarmus;512.0;632.0;20752.0;-3104.0;-579.0;11.0;1547
16;Wizard #1;Expelliarmus;396.0;676.0;20668.0;-3104.0;-597.0;6.0;1651
17;Wizard #1;Expelliarmus;472.0;592.0;20616.0;-3120.0;-604.0;20.0;1754
18;Wizard #1;Expelliarmus;456.0;796.0;20536.0;-3088.0;-591.0;44.0;1857
19;Wizard #1;Expelliarmus;356.0;780.0;20764.0;-3120.0;-595.0;3.0;1960
20;Wizard #1;Expelliarmus;284.0;644.0;20624.0;-3088.0;-603.0;-5.0;2064
21;Wizard #1;Expelliarmus;440.0;784.0;20568.0;-3056.0;-586.0;-35.0;2167
22;Wizard #1;Expelliarmus;576.0;696.0;20332.0;-3088.0;-587.0;66.0;2269
