id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;scissors;6256.0;-15360.0;3228.0;-2592.0;-434.0;-749.0;0
1;Merlin;scissors;4388.0;-15940.0;2688.0;-2560.0;-785.0;-940.0;103
2;Merlin;scissors;4244.0;-15908.0;3800.0;-2624.0;-2281.0;685.0;206
3;Merlin;scissors;2952.0;-16000.0;6424.0;-2608.0;-3953.0;-844.0;310
4;Merlin;scissors;3032.0;-15612.0;-504.0;-2576.0;-6781.0;1783.0;413
5;Merlin;scissors;5744.0;-15592.0;-4968.0;-2592.0;-1325.0;1139.0;517
6;Merlin;scissors;5428.0;-14988.0;-1900.0;-2608.0;24.0;1634.0;620
7;Merlin;scissors;7156.0;-13604.0;-9196.0;-2576.0;2082.0;1557.0;724
8;Merlin;scissors;5824.0;-11420.0;-11616.0;-2592.0;12431.0;1409.0;827
9;Merlin;scissors;4080.0;-8912.0;-844.0;-2608.0;18180.0;1735.0;930
10;Merlin;scissors;644.0;-6260.0;6332.0;-2608.0;18682.0;983.0;1034
11;Merlin;scissors;-1140.0;-3424.0;11160.0;-2608.0;18331.0;781.0;1137
12;Merlin;scissors;-132.0;2156.0;13264.0;-2608.0;20612.0;-190.0;1241
13;Merlin;scissors;924.0;6896.0;21444.0;-2560.0;20970.0;75.0;1344
14;Merlin;scissors;6980.0;8696.0;27956.0;-2576.0;18409.0;366.0;1446
15;Merlin;scissors;1956.0;8540.0;32767.0;-2592.0;14406.0;3207.0;1550
16;Merlin;scissors;1644.0;7168.0;32767.0;-2576.0;1768.0;2763.0;1653
17;Merlin;scissors;208.0;5228.0;20332.0;-2576.0;-2923.0;2293.0;1757
18;Merlin;scissors;-1504.0;4700.0;19976.0;-2576.0;-591.0;733.0;1860
19;Merlin;scissors;-640.0;4940.0;19220.0;-2576.0;-107.0;-7.0;1964
20;Merlin;scissors;-1096.0;5092.0;19652.0;-2576.0;-1144.0;702.0;2067
21;Merlin;scissors;-1116.0;5024.0;19120.0;-2576.0;-1055.0;-315.0;2170
22;Merlin;scissors;-1360.0;4992.0;19456.0;-2592.0;-335.0;808.0;2274
23;Merlin;scissors;-1668.0;4840.0;20048.0;-2592.0;-713.0;559.0;2377
24;Merlin;scissors;-1372.0;5012.0;19072.0;-2592.0;-718.0;-76.0;2481
25;Merlin;scissors;-744.0;5160.0;20524.0;-2592.0;-254.0;-206.0;2583
26;Merlin;scissors;-1680.0;5232.0;18716.0;-2560.0;-699.0;17.0;2687
27;Merlin;scissors;-1240.0;5304.0;19448.0;-2560.0;-727.0;75.0;2790
28;Merlin;scissors;-840.0;5168.0;20228.0;-2592.0;-790.0;231.0;2893
29;Merlin;scissors;-964.0;5220.0;20052.0;-2576.0;-1010.0;222.0;2997
30;Merlin;scissors;-1064.0;5084.0;19816.0;-2592.0;-475.0;230.0;3100
