id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;scissors;2760.0;-13948.0;-1120.0;-2576.0;-4443.0;2931.0;0
1;Merlin;scissors;6968.0;-14548.0;-5948.0;-2592.0;-838.0;449.0;104
2;Merlin;scissors;6412.0;-14920.0;-280.0;-2592.0;2453.0;-555.0;207
3;Merlin;scissors;4452.0;-15936.0;932.0;-2624.0;1626.0;-1207.0;310
4;Merlin;scissors;4556.0;-15664.0;1596.0;-2608.0;-82.0;507.0;414
5;Merlin;scissors;4932.0;-15808.0;1344.0;-2608.0;690.0;-638.0;517
6;Merlin;scissors;4484.0;-16200.0;2792.0;-2608.0;440.0;-560.0;621
7;Merlin;scissors;3572.0;-16372.0;2256.0;-2576.0;438.0;-493.0;724
8;Merlin;scissors;3820.0;-16400.0;2716.0;-2576.0;-503.0;-68.0;828
9;Merlin;scissors;3620.0;-16248.0;992.0;-2608.0;-495.0;-507.0;931
10;Merlin;scissors;3884.0;-16112.0;2468.0;-2608.0;-163.0;-265.0;1033
11;Merlin;scissors;5072.0;-15944.0;1620.0;-2576.0;-569.0;241.0;1137
12;Merlin;scissors;4280.0;-16088.0;1336.0;-2576.0;-280.0;-170.0;1240
13;Merlin;scissors;4048.0;-16036.0;1768.0;-2608.0;125.0;-405.0;1344
14;Merlin;scissors;4432.0;-16168.0;3216.0;-2592.0;-202.0;-103.0;1447
15;Merlin;scissors;4276.0;-16152.0;2212.0;-2576.0;-347.0;-329.0;1551
16;Merlin;scissors;2608.0;-16252.0;2700.0;-2592.0;-350.0;-6.0;1654
17;Merlin;scissors;3392.0;-16288.0;3032.0;-2592.0;-602.0;426.0;1757
18;Merlin;scissors;3064.0;-16212.0;2444.0;-2560.0;-715.0;171.0;1861
19;Merlin;scissors;3880.0;-16124.0;2028.0;-2592.0;-347.0;-536.0;1964
20;Merlin;scissors;3292.0;-16056.0;2712.0;-2608.0;-510.0;67.0;2068
21;Merlin;scissors;3396.0;-15972.0;2632.0;-2592.0;-152.0;-333.0;2170
22;Merlin;scissors;3336.0;-16336.0;3024.0;-2608.0;-346.0;130.0;2273
23;Merlin;scissors;3836.0;-16048.0;2544.0;-2576.0;-539.0;-26.0;2377
24;Merlin;scissors;3412.0;-16140.0;3224.0;-2608.0;-448.0;33.0;2480
25;Merlin;scissors;3900.0;-16392.0;2932.0;-2576.0;-438.0;117.0;2584
26;Merlin;scissors;3408.0;-16392.0;2956.0;-2608.0;-363.0;112.0;2687
27;Merlin;scissors;3072.0;-16220.0;3144.0;-2592.0;-322.0;48.0;2791
28;Merlin;scissors;3336.0;-16188.0;2852.0;-2624.0;-514.0;64.0;2894
29;Merlin;scissors;3428.0;-16344.0;3740.0;-2592.0;-490.0;-159.0;2997
30;Merlin;scissors;3552.0;-16156.0;3324.0;-2576.0;-744.0;149.0;3100
31;Merlin;scissors;3040.0;-16196.0;2932.0;-2592.0;-838.0;173.0;3203
32;Merlin;scissors;3100.0;-16244.0;3368.0;-2592.0;-441.0;292.0;3307
33;Merlin;scissors;3664.0;-16244.0;2196.0;-2592.0;-633.0;17.0;3410
34;Merlin;scissors;3520.0;-16104.0;2740.0;-2624.0;-259.0;-341.0;3514
35;Merlin;scissors;3676.0;-16276.0;2876.0;-2608.0;-444.0;-334.0;3617
36;Merlin;scissors;3320.0;-16164.0;3432.0;-2576.0;-444.0;12.0;3720
37;Merlin;scissors;4056.0;-16244.0;3068.0;-2608.0;-800.0;68.0;3824
38;Merlin;scissors;3644.0;-16124.0;3456.0;-2576.0;-674.0;102.0;3927
39;Merlin;scissors;3588.0;-16232.0;3028.0;-2608.0;-545.0;-37.0;4031
40;Merlin;scissors;3352.0;-16300.0;3404.0;-2608.0;-872.0;298.0;4133
41;Merlin;scissors;3288.0;-16200.0;2796.0;-2576.0;-337.0;-181.0;4236
42;Merlin;scissors;2720.0;-16120.0;2948.0;-2608.0;-671.0;433.0;4340
43;Merlin;scissors;3712.0;-16268.0;2760.0;-2576.0;147.0;-166.0;4443
44;Merlin;scissors;3156.0;-16228.0;3788.0;-2560.0;-527.0;113.0;4547
45;Merlin;scissors;3352.0;-16352.0;4080.0;-2608.0;-521.0;-175.0;4650
46;Merlin;scissors;3644.0;-16136.0;2720.0;-2592.0;-919.0;112.0;4754
47;Merlin;scissors;2964.0;-16176.0;2844.0;-2624.0;-427.0;-94.0;4857
48;Merlin;scissors;3264.0;-16280.0;3292.0;-2576.0;-641.0;136.0;4960
49;Merlin;scissors;2852.0;-16208.0;2648.0;-2608.0;-773.0;-45.0;5064
50;Merlin;scissors;2592.0;-16344.0;2968.0;-2608.0;-738.0;248.0;5167
51;Merlin;scissors;2528.0;-16240.0;3028.0;-2608.0;-500.0;272.0;5270
52;Merlin;scissors;2932.0;-16076.0;2528.0;-2576.0;-205.0;390.0;5373
53;Merlin;scissors;4172.0;-16140.0;3384.0;-2640.0;1086.0;-1591.0;5477
54;Merlin;scissors;1864.0;-16672.0;4252.0;-2592.0;-635.0;1408.0;5580
55;Merlin;scissors;2380.0;-15684.0;712.0;-2624.0;-261.0;1924.0;5683
56;Merlin;scissors;3456.0;-16468.0;6080.0;-2592.0;2619.0;-675.0;5787
57;Merlin;scissors;4140.0;-16752.0;7384.0;-2576.0;499.0;-419.0;5890
58;Merlin;scissors;4524.0;-15652.0;3744.0;-2576.0;-2049.0;410.0;5994
59;Merlin;scissors;3468.0;-15624.0;1660.0;-2576.0;-176.0;408.0;6097
60;Merlin;scissors;3076.0;-16540.0;5476.0;-2608.0;1172.0;-169.0;6200
61;Merlin;scissors;2844.0;-16656.0;6740.0;-2576.0;350.0;-448.0;6304
62;Merlin;scissors;3328.0;-16568.0;6528.0;-2608.0;-1221.0;405.0;6407
63;Merlin;scissors;4296.0;-15768.0;3336.0;-2576.0;-1396.0;668.0;6510
64;Merlin;scissors;4496.0;-15852.0;3420.0;-2592.0;-220.0;-416.0;6613
65;Merlin;scissors;4908.0;-16108.0;5388.0;-2592.0;674.0;-459.0;6717
66;Merlin;scissors;3932.0;-16056.0;5292.0;-2592.0;-313.0;321.0;6820
67;Merlin;scissors;3452.0;-16332.0;5196.0;-2624.0;149.0;-957.0;6923
68;Merlin;scissors;3036.0;-16356.0;6320.0;-2592.0;-324.0;7.0;7027
69;Merlin;scissors;3100.0;-16264.0;4724.0;-2592.0;-531.0;285.0;7130
70;Merlin;scissors;2724.0;-16344.0;4948.0;-2592.0;-459.0;-146.0;7234
71;Merlin;scissors;1760.0;-16568.0;7240.0;-2624.0;12.0;-589.0;7337
72;Merlin;scissors;3932.0;-15984.0;5920.0;-2592.0;-2405.0;1188.0;7441
73;Merlin;scissors;3820.0;-15880.0;3876.0;-2592.0;-714.0;170.0;7543
74;Merlin;scissors;3656.0;-15972.0;5292.0;-2592.0;-468.0;-250.0;7646
