id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Paper;5216.0;1904.0;19744.0;-1952.0;-459.0;-470.0;0
1;Merlin;Paper;4904.0;1816.0;19356.0;-1888.0;-529.0;-944.0;103
2;Merlin;Paper;5080.0;1768.0;19668.0;-1936.0;-717.0;-1056.0;207
3;Merlin;Paper;5420.0;1780.0;21036.0;-1904.0;-716.0;-495.0;310
4;Merlin;Paper;6328.0;1716.0;20180.0;-1920.0;-12.0;470.0;414
5;Merlin;Paper;5928.0;1992.0;18900.0;-1936.0;-63.0;37.0;517
6;Merlin;Paper;5864.0;1832.0;19540.0;-1920.0;-559.0;-497.0;621
7;Merlin;Paper;6040.0;1928.0;18160.0;-1920.0;-512.0;-777.0;724
8;Merlin;Paper;7116.0;1900.0;18952.0;-1904.0;-253.0;-439.0;827
9;Merlin;Paper;6840.0;1888.0;18952.0;-1936.0;-318.0;-162.0;931
10;Merlin;Paper;6376.0;2004.0;19260.0;-1920.0;240.0;777.0;1034
11;Merlin;Paper;6340.0;2044.0;18936.0;-1888.0;-39.0;-47.0;1138
12;Merlin;Paper;6480.0;1948.0;17996.0;-1888.0;409.0;-927.0;1241
13;Merlin;Paper;7048.0;2092.0;19352.0;-1936.0;570.0;-381.0;1345
14;Merlin;Paper;6568.0;2388.0;21028.0;-1904.0;773.0;1639.0;1448
15;Merlin;Paper;6040.0;2604.0;19408.0;-1936.0;447.0;6227.0;1551
16;Merlin;Paper;5136.0;2524.0;19848.0;-1920.0;580.0;6461.0;1655
17;Merlin;Paper;1084.0;2752.0;20704.0;-1888.0;-467.0;7871.0;1758
18;Merlin;Paper;-24.0;2532.0;19172.0;-1904.0;-230.0;10193.0;1862
19;Merlin;Paper;-40.0;2796.0;22008.0;-1888.0;-829.0;10207.0;1965
20;Merlin;Paper;-2484.0;2504.0;19176.0;-1888.0;-1131.0;6495.0;2069
21;Merlin;Paper;-2092.0;2504.0;19196.0;-1936.0;-1372.0;2802.0;2173
22;Merlin;Paper;-4344.0;2680.0;18812.0;-1920.0;-1213.0;1795.0;2276
23;Merlin;Paper;-5324.0;2632.0;20852.0;-1904.0;-975.0;3055.0;2380
24;Merlin;Paper;-4872.0;2460.0;21044.0;-1920.0;-1811.0;3474.0;2483
25;Merlin;Paper;-5256.0;2396.0;19244.0;-1904.0;-2382.0;4737.0;2587
26;Merlin;Paper;-5992.0;2412.0;19392.0;-1936.0;-2160.0;6456.0;2690
27;Merlin;Paper;-6928.0;2080.0;17908.0;-1936.0;-2722.0;7252.0;2794
28;Merlin;Paper;-8124.0;2060.0;17260.0;-1936.0;-2358.0;6396.0;2897
29;Merlin;Paper;-9080.0;1900.0;17096.0;-1920.0;-2512.0;4164.0;3000
30;Merlin;Paper;-10884.0;2060.0;17252.0;-1872.0;-2179.0;5424.0;3104
31;Merlin;Paper;-10360.0;2192.0;15692.0;-1888.0;-3267.0;4952.0;3207
32;Merlin;Paper;-11160.0;1904.0;13204.0;-1904.0;-3095.0;4121.0;3311
33;Merlin;Paper;-14020.0;1824.0;13788.0;-1904.0;-2019.0;3739.0;3414
34;Merlin;Paper;-13236.0;1620.0;11560.0;-1904.0;-1252.0;2723.0;3517
35;Merlin;Paper;-11792.0;1324.0;11812.0;-1936.0;-1899.0;1968.0;3622
36;Merlin;Paper;-13120.0;1240.0;13880.0;-1920.0;-1952.0;1837.0;3725
37;Merlin;Paper;-14216.0;1272.0;13348.0;-1904.0;-2321.0;1776.0;3829
38;Merlin;Paper;-14872.0;1440.0;12448.0;-1920.0;-2736.0;1592.0;3932
39;Merlin;Paper;-14824.0;1528.0;11380.0;-1904.0;-2849.0;1217.0;4036
40;Merlin;Paper;-13956.0;1592.0;11508.0;-1920.0;-2588.0;609.0;4139
41;Merlin;Paper;-13896.0;1148.0;8812.0;-1872.0;-1033.0;-163.0;4242
42;Merlin;Paper;-15468.0;1296.0;9684.0;-1904.0;-502.0;-1004.0;4346
43;Merlin;Paper;-15400.0;1128.0;10448.0;-1920.0;1035.0;-1137.0;4449
