id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Merlin;Scissors;-364.0;-16360.0;4728.0;-1984.0;-91.0;18.0;0
1;Merlin;Scissors;-132.0;-16492.0;5940.0;-2000.0;-16.0;-316.0;103
2;Merlin;Scissors;-372.0;-16208.0;4100.0;-2016.0;223.0;336.0;206
3;Merlin;Scissors;-812.0;-16228.0;4640.0;-2000.0;470.0;-364.0;310
4;Merlin;Scissors;704.0;-16840.0;6824.0;-1968.0;1087.0;-420.0;413
5;Merlin;Scissors;-3304.0;-15420.0;1124.0;-2048.0;875.0;-625.0;517
6;Merlin;Scissors;-1364.0;-15864.0;5028.0;-2016.0;2297.0;-1921.0;619
7;Merlin;Scissors;416.0;-15768.0;7724.0;-2000.0;3693.0;-735.0;723
8;Merlin;Scissors;-1392.0;-15284.0;7356.0;-2000.0;3832.0;471.0;826
9;Merlin;Scissors;-560.0;-14724.0;7516.0;-2048.0;3336.0;-1278.0;929
10;Merlin;Scissors;-2012.0;-14204.0;10140.0;-2016.0;4728.0;-763.0;1033
11;Merlin;Scissors;-988.0;-14136.0;11328.0;-2048.0;4253.0;945.0;1136
12;Merlin;Scissors;-2352.0;-13088.0;11772.0;-2016.0;3946.0;-450.0;1240
13;Merlin;Scissors;-3328.0;-12464.0;12708.0;-2016.0;3900.0;-898.0;1343
14;Merlin;Scissors;-2484.0;-11432.0;13276.0;-2032.0;5174.0;-667.0;1447
15;Merlin;Scissors;-1428.0;-11280.0;14948.0;-1984.0;4631.0;-830.0;1550
16;Merlin;Scissors;-5248.0;-9956.0;16404.0;-2000.0;3780.0;-1582.0;1653
17;Merlin;Scissors;-2244.0;-9056.0;16312.0;-1984.0;3764.0;-1806.0;1757
18;Merlin;Scissors;-3936.0;-8076.0;18932.0;-2032.0;4661.0;-1145.0;1860
19;Merlin;Scissors;-3420.0;-7124.0;16940.0;-2000.0;4074.0;-1531.0;1964
20;Merlin;Scissors;-4248.0;-5912.0;19668.0;-2000.0;5157.0;124.0;2067
21;Merlin;Scissors;-2012.0;-4876.0;17808.0;-2000.0;4079.0;-1224.0;2170
22;Merlin;Scissors;-2820.0;-3700.0;21360.0;-2032.0;4444.0;-1363.0;2274
23;Merlin;Scissors;-2384.0;-2788.0;20032.0;-1968.0;4546.0;37.0;2377
24;Merlin;Scissors;-3588.0;-1424.0;21504.0;-2016.0;4158.0;-542.0;2481
25;Merlin;Scissors;-2716.0;-760.0;20808.0;-2016.0;4188.0;-1286.0;2584
26;Merlin;Scissors;-2976.0;580.0;20672.0;-2000.0;3978.0;-324.0;2688
27;Merlin;Scissors;-2688.0;1396.0;20596.0;-2016.0;2962.0;-225.0;2790
28;Merlin;Scissors;-2324.0;2104.0;20368.0;-2016.0;2534.0;-253.0;2893
29;Merlin;Scissors;-2840.0;2636.0;21624.0;-2032.0;2881.0;-320.0;2997
30;Merlin;Scissors;-2108.0;3084.0;21096.0;-2000.0;2117.0;-131.0;3100
31;Merlin;Scissors;-2024.0;3608.0;20380.0;-2016.0;1396.0;-330.0;3204
32;Merlin;Scissors;-3360.0;4204.0;21020.0;-2016.0;747.0;-98.0;3307
33;Merlin;Scissors;-2168.0;4340.0;20624.0;-2000.0;858.0;-189.0;3411
34;Merlin;Scissors;-2048.0;4688.0;20200.0;-1984.0;660.0;-133.0;3514
35;Merlin;Scissors;-2788.0;4796.0;20512.0;-2016.0;231.0;-240.0;3617
36;Merlin;Scissors;-2668.0;5048.0;18972.0;-2032.0;309.0;216.0;3721
37;Merlin;Scissors;-1708.0;5164.0;19968.0;-1984.0;-504.0;-334.0;3824
38;Merlin;Scissors;-1196.0;5188.0;20760.0;-1984.0;-44.0;225.0;3927
39;Merlin;Scissors;-1196.0;5180.0;19616.0;-1968.0;-590.0;-14.0;4030
40;Merlin;Scissors;-2284.0;5208.0;20088.0;-1984.0;-573.0;-11.0;4134
41;Merlin;Scissors;-1952.0;5248.0;19044.0;-2000.0;-386.0;31.0;4237
42;Merlin;Scissors;-1632.0;5312.0;19292.0;-2000.0;-768.0;4.0;4340
43;Merlin;Scissors;-1704.0;5172.0;19756.0;-2016.0;-751.0;137.0;4444
