accX_mean,accX_std,accX_min,accX_max,accY_mean,accY_std,accY_min,accY_max,accZ_mean,accZ_std,accZ_min,accZ_max,gyroX_mean,gyroX_std,gyroX_min,gyroX_max,gyroY_mean,gyroY_std,gyroY_min,gyroY_max,gyroZ_mean,gyroZ_std,gyroZ_min,gyroZ_max,label
614.5333333333333,3288.6614794528155,-6764.0,9508.0,1665.0666666666666,2070.747573376262,-3328.0,3792.0,20841.866666666665,3587.2021922127688,9676.0,25644.0,-1873.0666666666666,22.207382017967674,-1920.0,-1824.0,-551.1333333333333,3679.7705863023707,-7962.0,8483.0,685.8,1823.1409312426765,-4563.0,4704.0,stone
476.47058823529414,3196.5529562544457,-6836.0,6220.0,1153.1764705882354,2408.513693201407,-4224.0,3664.0,20487.882352941175,2518.069580051785,14584.0,24360.0,-1872.4705882352941,15.992868285805711,-1904.0,-1840.0,-646.1764705882352,3076.1392614433476,-6551.0,5384.0,540.5294117647059,1151.8125698560646,-786.0,4576.0,stone
801.875,3734.089445081755,-7440.0,9004.0,1576.375,2502.593516025248,-4188.0,3844.0,20433.375,2997.853788747823,13500.0,27488.0,-1871.0,18.146358383451076,-1920.0,-1840.0,-530.1875,3484.9332518946885,-8234.0,5872.0,519.84375,940.675498858786,-1927.0,2174.0,stone
-848.25,3503.8394332779503,-8548.0,5544.0,1307.125,2674.3230647845653,-4800.0,4032.0,20419.5,2691.9820255355444,12120.0,24880.0,-1862.5,18.110770276274835,-1904.0,-1824.0,-504.5625,3641.230737853662,-7086.0,6265.0,694.28125,1657.4609076181127,-1694.0,4601.0,stone
-993.5483870967741,3931.8625513337374,-11204.0,5264.0,1195.3548387096773,2762.1199774616007,-4688.0,4196.0,20044.516129032258,4177.732813149319,6672.0,27900.0,-1868.3870967741937,18.800137267858517,-1904.0,-1824.0,-620.9677419354839,3960.4456355640164,-9310.0,5437.0,884.741935483871,1145.041541247651,-1104.0,3397.0,stone
-47.2,3501.0635395108593,-6712.0,7840.0,1729.6,2481.5888706788082,-4216.0,4548.0,20287.0,2794.34663708802,13704.0,25748.0,-1859.2,17.07179410156278,-1888.0,-1824.0,-563.275,3327.0135371353767,-7628.0,7141.0,571.25,892.3838069879793,-1301.0,2701.0,stone
-567.8333333333334,4463.660650833249,-10592.0,6500.0,1518.5,2711.916841741601,-3544.0,4496.0,20340.5,3988.8519978647446,10912.0,25736.0,-1849.3333333333333,13.275235743969711,-1872.0,-1824.0,-675.5416666666666,5053.3570243531885,-9550.0,8082.0,1207.1666666666667,933.319772158208,-190.0,2778.0,stone
-246.5185185185185,4726.663503428594,-11944.0,7956.0,1806.5185185185185,2797.8994644385302,-4648.0,4768.0,20174.666666666668,4113.461129212048,9732.0,27756.0,-1851.851851851852,16.360608658283947,-1888.0,-1824.0,-533.5925925925926,4594.146252479756,-9707.0,8240.0,1085.7777777777778,1584.1333066801333,-2635.0,4891.0,stone
-1028.2758620689656,4197.977462817675,-8624.0,9524.0,1768.1379310344828,2571.6192748113554,-4212.0,4852.0,20184.689655172413,3920.426080191579,11572.0,26912.0,-1858.2068965517242,17.487504335432583,-1904.0,-1824.0,-603.9655172413793,4302.194161809916,-8884.0,8589.0,1059.2413793103449,1538.3917775013435,-2504.0,4237.0,stone
91.87878787878788,4047.453209717005,-8292.0,6864.0,1104.7272727272727,2909.2444817418586,-6468.0,4460.0,20367.030303030304,3294.6260835340677,11648.0,24840.0,-1848.7272727272727,17.013363731330305,-1888.0,-1808.0,-640.4242424242424,4272.02601986387,-9447.0,7062.0,666.6969696969697,952.3463617838997,-1925.0,3921.0,stone
-720.625,3498.1847619918904,-8112.0,5988.0,931.25,2676.6140261833216,-4912.0,3676.0,19918.5,3287.7327809160033,11616.0,25900.0,-1853.0,11.08326259173802,-1872.0,-1840.0,-530.0625,3975.703686445879,-7855.0,7355.0,843.78125,1671.678039197103,-3117.0,5235.0,stone
-136.8,4340.0644393754155,-8648.0,8728.0,1459.0666666666666,2517.4602819636234,-4156.0,4728.0,20321.466666666667,3605.559459514148,10076.0,26252.0,-1846.4,18.121429493738944,-1872.0,-1808.0,-482.8333333333333,4340.262260337012,-9668.0,7872.0,448.56666666666666,1284.551489775734,-2471.0,3409.0,stone
-694.0645161290323,4046.4301133672866,-8100.0,8508.0,1230.3225806451612,2498.2587587770913,-4508.0,4036.0,19998.58064516129,4462.032726416616,7360.0,25348.0,-1845.6774193548388,14.634177113351685,-1872.0,-1824.0,-693.4193548387096,4563.767060767479,-9678.0,8369.0,1237.1935483870968,1201.984232269149,-271.0,4715.0,stone
-600.7692307692307,4932.479525007213,-9700.0,7944.0,1015.6923076923077,2822.708582467992,-4884.0,4572.0,20462.0,4868.750739152704,7648.0,27536.0,-1846.1538461538462,18.145395686382386,-1888.0,-1808.0,-701.3461538461538,5196.469916720832,-10867.0,8004.0,1020.5769230769231,2001.2576480418895,-1137.0,6216.0,stone
-996.8888888888889,4456.945809488595,-8584.0,8532.0,1185.9259259259259,2748.7689821770978,-4864.0,4908.0,20257.185185185186,4962.094820017954,6884.0,27388.0,-1850.6666666666667,14.032928308912467,-1888.0,-1840.0,-618.7407407407408,5195.066332534187,-11141.0,8806.0,895.8518518518518,936.2542678840263,-321.0,3678.0,stone
-387.3142857142857,4202.7916196641645,-12112.0,7280.0,1050.9714285714285,2765.2828116797436,-5892.0,3836.0,20217.6,3729.9637847161625,8892.0,25600.0,-1844.1142857142856,17.06694677641281,-1904.0,-1808.0,-475.25714285714287,4355.709973484144,-10954.0,7069.0,871.4857142857143,1323.0959320390004,-624.0,5262.0,stone
-517.8571428571429,4769.189073970587,-11800.0,7552.0,1116.7142857142858,3235.7486609477874,-5664.0,4908.0,20009.428571428572,4382.3755052235165,8840.0,25944.0,-1835.4285714285713,19.887514362363824,-1888.0,-1792.0,-647.25,5091.795765775604,-9727.0,8528.0,1045.892857142857,1307.0993710781963,-2491.0,4458.0,stone
-1216.142857142857,4224.12338233702,-11060.0,8248.0,1062.5714285714287,2410.688597315612,-4484.0,3636.0,20487.0,3888.034693489473,11604.0,28396.0,-1838.857142857143,15.039981988056308,-1872.0,-1808.0,-665.8928571428571,4534.24072078459,-8691.0,8404.0,662.3571428571429,1089.6418444637436,-978.0,3041.0,stone
